"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" "," ","서울특별시 노원구 덕릉로70길 99"," ","2016","서울에너지공사 동부지사(노원열병합발전소)"," ","150020"," "," ","65894"
" ","2501","서울특별시 노원구 덕릉로70길 99 (상계동)"," ","2016","노원자원회수시설","873","150021","6166"," ","53309"
" ","818","서울특별시 양천구 안양천로 1121 (목동)"," ","2016","양천자원회수시설","1434","150022","7377"," ","26720"
" "," ","서울특별시 양천구 목동서로 20 (목동)"," ","2016","서울에너지공사 (목동열병합발전소)"," ","150023"," "," ","39769"
" "," ","서울특별시 마포구 토정로 56"," ","2016","한국중부발전㈜서울발전본부"," ","150024"," "," ","49386"
" ","2758","서울특별시 강남구 남부순환로 3318 (일원동)","1496","2016","강남자원회수시설","5316","150028","14960"," ","46323"
" ","218","서울특별시 송파구 올림픽로 240 (잠실동)"," ","2016","㈜호텔롯데(롯데월드)"," ","150030"," "," ","10944"
" ","35","서울특별시 강서구 양천로 201 (마곡동)","1796","2016","서울특별시 서남물재생센터","6","150101","836"," ","8185"
" ","2576","서울특별시 마포구 하늘공원로 86 (상암동)","105","2016","마포자원회수시설","4833","150131","8289"," ","59398"
" ","194","서울특별시 은평구 통일로 1053 (진관동)"," ","2016","은평환경플랜트","452","150169","1420"," ","4875"
" "," ","서울특별시 송파구 헌릉로 789"," ","2016","한국지역난방공사 강남지사(동남권CES)"," ","150310"," "," ","21240"
" "," ","서울특별시 서초구 반포대로 222"," ","2016","가톨릭대학교 서울성모병원"," ","150324"," "," ","14133"
" "," ","서울특별시 강남구 일원로 81"," ","2016","삼성서울병원"," ","150331"," "," ","4948"
" "," ","서울특별시 마포구 월드컵북로 516"," ","2016","한국지역난방공사 중앙지사(상암2CES)"," ","150574"," "," ","3322"
" "," ","서울특별시 양천구 신정이펜1로 100"," ","2016","서울에너지공사 서부지사(신정3지구 열병합발전소)"," ","150590"," "," ","1649"
" "," ","서울특별시 구로구 경인로 662"," ","2016","대성산업주식회사"," ","150591"," "," ","34"
" "," ","서울특별시 강서구 양천로 201"," ","2016","서남바이오에너지㈜"," ","150623"," "," ","29185"
"2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"1","1","1","1","1","1","1","1","1","1","1"
